CROP_IMAGE,image_type,task_type,difficulty,question,option_A,option_B,option_C,option_D,correct_answer,rationale
s41565-023-01595-w_figure-2_crop1.png,STEM,visual_perception,easy,What is the predominant spatial arrangement of the bright spots in this electron probe amplitude image?,A regular square lattice,Randomly distributed spots,Linear chains of spots,Hexagonal close-packed array,A,"The bright spots are arranged in a clear, repeating square grid pattern visible across most of the image, ruling out random, hexagonal, or linear arrangements."
s41565-023-01595-w_figure-2_crop1.png,STEM,visual_perception,medium,"In this electron probe amplitude image, what best describes the intensity profile of each bright spot?",Uniform intensity with no variation,Dark spots with bright halos,Diffuse spots with no clear center,A central high-intensity core surrounded by concentric rings,D,"Each bright spot shows a distinct bright center with surrounding concentric rings, typical of a focused electron probe, unlike uniform or diffuse intensity patterns."
s41565-023-01595-w_figure-2_crop1.png,STEM,visual_perception,hard,Which region of the image shows the greatest degradation in probe amplitude quality based on spot clarity and noise?,Lower right quadrant,Center of the image,Upper left quadrant,Upper right quadrant,A,"The lower right quadrant exhibits increased noise and less defined bright spots compared to other regions, indicating degraded probe amplitude reconstruction."
s41565-023-01595-w_figure-2_crop1.png,STEM,reasoning,easy,"Given that this is an electron probe amplitude image reconstructed by LOP and CPP methods, what does the regular pattern of bright spots most likely represent?",The periodic atomic lattice of the sample,Random noise in the detector,Contamination on the sample surface,Beam damage artifacts,A,"The regular periodic bright spots correspond to the atomic lattice periodicity, while noise, contamination, or beam damage would not produce such ordered patterns."
s41565-023-01595-w_figure-2_crop1.png,STEM,reasoning,medium,"Considering this is a reconstructed electron probe amplitude at 5 Å resolution, what does the presence of concentric rings around each bright spot suggest about the probe characteristics?",The sample is amorphous with no lattice order,The probe has a coherent wavefront with diffraction rings,The probe is incoherent and scattered randomly,The image is dominated by inelastic scattering,B,"Concentric rings indicate coherent diffraction effects of the electron probe wavefront, consistent with a well-defined probe rather than incoherent scattering or amorphous sample."
s41565-023-01595-w_figure-2_crop1.png,STEM,reasoning,hard,"In this image of electron probe amplitude reconstructed by LOP and CPP, the noisy region in the lower right suggests what about the reconstruction quality or experimental conditions?",Presence of a second phase in the sample,Local loss of probe coherence or reconstruction artifacts,Sample contamination causing contrast reversal,Detector malfunction causing pixel dropouts,B,"The noisy, less ordered area likely reflects local degradation in probe coherence or reconstruction errors rather than sample phase changes or detector issues, which would have different visual signatures."
s41565-023-01595-w_figure-2_crop1.png,STEM,experimental_design,easy,What imaging mode is most consistent with this high-resolution electron probe amplitude image showing atomic-scale bright spots?,Scanning electron microscopy (SEM),High-resolution transmission electron microscopy (HRTEM),Bright-field optical microscopy,Atomic force microscopy (AFM),B,"The atomic-scale periodic bright spots and 5 Å scale bar are characteristic of HRTEM imaging, unlike SEM, optical microscopy, or AFM."
s41565-023-01595-w_figure-2_crop1.png,STEM,experimental_design,medium,The presence of concentric rings around bright spots in this electron probe amplitude image suggests which of the following about the electron beam?,The beam is damaged by sample charging,The beam is defocused and incoherent,The beam is heavily scattered by contamination,The beam is coherent and exhibits diffraction effects,D,"Concentric diffraction rings indicate a coherent electron beam, whereas defocus or contamination would blur or distort the spots differently."
s41565-023-01595-w_figure-2_crop1.png,STEM,experimental_design,hard,"In reconstructing the electron probe amplitude by LOP and CPP methods, what could cause the noisy, less defined region seen in the lower right of the image?",Contamination buildup on the sample surface,Limitations in reconstruction algorithms leading to local artifacts,Incorrect defocus setting of the microscope,Sample drift during image acquisition,B,"Reconstruction algorithms can introduce local artifacts or noise, especially in complex regions, while sample drift or defocus would affect the entire image more uniformly, and contamination would have different contrast effects."
s41565-025-02030-y_figure-2_crop6.png,CTEM,visual_perception,easy,"In this TEM image of Ru 6 IrO x nanoparticles, what is the predominant shape of the particles visible?",Plate-like,Cubic,Rod-like,Spherical,D,"The particles appear roughly round and isotropic in shape, consistent with spherical morphology. Rod-like or cubic shapes would show elongated or faceted edges, which are not observed."
s41565-025-02030-y_figure-2_crop6.png,CTEM,visual_perception,medium,"Based on the particle size distribution inset in this TEM image of Ru 6 IrO x nanoparticles, what is the approximate average particle diameter?",6.0 nm,10.0 nm,2.0 nm,4.1 nm,D,"The histogram inset clearly shows a peak centered at 4.1 nm, indicating the average particle size. Other values are inconsistent with the distribution shown."
s41565-025-02030-y_figure-2_crop6.png,CTEM,visual_perception,hard,"In this TEM image of Ru 6 IrO x nanoparticles, what can be inferred about the particle size distribution based on the histogram inset?",The distribution is broad with multiple size populations,The distribution shows a bimodal pattern with peaks near 2 nm and 5 nm,The distribution is skewed towards larger particles above 6 nm,The distribution is narrow and monodisperse around 4.1 nm,D,"The histogram shows a single sharp peak near 4.1 nm with low frequency at other sizes, indicating a narrow, monodisperse distribution. No evidence of bimodal or broad distribution is visible."
s41565-025-02030-y_figure-2_crop6.png,CTEM,reasoning,easy,"Given that this is a Ru 6 IrO x catalyst nanoparticle sample, what does the roughly spherical morphology suggest about the nanoparticle growth mechanism?",Layer-by-layer growth producing platelets,Aggregation of irregular shaped particles,Isotropic growth leading to near-spherical particles,Anisotropic growth favoring rod-like shapes,C,"Spherical particles typically result from isotropic growth conditions where surface energies are balanced. Rod-like or platelet shapes indicate anisotropic growth, which is not observed here."
s41565-025-02030-y_figure-2_crop6.png,CTEM,reasoning,medium,"Considering this is a Ru 6 IrO x nanoparticle sample, what does the narrow particle size distribution imply about the synthesis method's control over nucleation and growth?",The synthesis method leads to uncontrolled growth and wide size variation,The particles formed by aggregation rather than nucleation,The synthesis method produces mostly amorphous particles,"The synthesis method provides good control over nucleation and growth, yielding uniform particles",D,"A narrow size distribution indicates controlled nucleation and growth kinetics, producing uniform particles. Wide size variation or aggregation would produce broader distributions."
s41565-025-02030-y_figure-2_crop6.png,CTEM,reasoning,hard,"In the context of Ru 6 IrO x nanoparticles imaged by TEM, what inference can be made about the particle crystallinity from the image and size distribution alone?",Particles are amorphous due to lack of lattice fringes in the image,Particles are hollow nanospheres,Particles are likely crystalline given uniform size and distinct boundaries,Particles are polycrystalline aggregates,C,"Uniform, well-defined particles with clear boundaries typically indicate crystalline nanoparticles. Although lattice fringes are not visible here, the size uniformity and shape support crystallinity more than amorphous or hollow structures."
s41565-025-02030-y_figure-2_crop6.png,CTEM,experimental_design,easy,What imaging mode is most likely used to acquire this image of Ru 6 IrO x nanoparticles on carbon support?,Dark-field TEM,HAADF-STEM,Scanning Electron Microscopy (SEM),Bright-field TEM,D,"The image shows contrast typical of bright-field TEM with particles appearing darker on a lighter background. HAADF-STEM would show Z-contrast with bright particles, and SEM would have surface topography contrast."
s41565-025-02030-y_figure-2_crop6.png,CTEM,experimental_design,medium,The presence of a clear particle size distribution inset suggests what about the sample preparation for this TEM imaging of Ru 6 IrO x nanoparticles?,The sample was prepared without any dispersion,The sample was contaminated with carbon residues,The sample was well dispersed to avoid particle agglomeration,"The sample was thick, causing overlapping particles",C,A clear size distribution requires well-dispersed particles to measure individual sizes accurately. Thick or aggregated samples would obscure individual particle boundaries.
